artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,genre
blink-182,Adam's Song,0.039,0.514,249754,0.771,0,0,0.262,-5.756,0.0364,136.058,4,0.352,punk-rock
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.000862,0.266,163693,0.831,0,4,0.0555,-9.07,0.0453,175.514,4,0.781,punk-rock
Sum 41,Summer,2.3e-05,0.511,169360,0.968,0,7,0.43,-3.728,0.0662,114.159,4,0.556,punk-rock
The Clash,Should I Stay or Should I Go - Remastered,0.0838,0.742,188240,0.844,0,2,0.418,-6.441,0.111,113.371,4,0.847,punk-rock
Nirvana,Lithium,0.00145,0.687,257133,0.685,0,7,0.0657,-5.854,0.0367,123.147,4,0.371,punk-rock
Smash Mouth,All Star,0.0398,0.73,200560,0.862,0,11,0.0818,-5.876,0.0313,104.018,4,0.786,punk-rock
Fall Out Boy,"Dance, Dance",0.00494,0.616,180267,0.961,0,11,0.078,-3.144,0.139,114.492,4,0.531,punk-rock
Rancid,Olympia WA,0.0448,0.423,210627,0.959,0,7,0.347,-4.613,0.107,166.919,4,0.638,punk-rock
A Day To Remember,All Signs Point to Lauderdale,0.000263,0.42,197200,0.983,0,10,0.114,-3.437,0.113,149.958,4,0.511,punk-rock
Panic! At The Disco,This Is Gospel,0.00155,0.572,187187,0.912,1.2e-06,7,0.102,-4.875,0.0707,156.073,4,0.612,punk-rock
Rise Against,Under The Knife,0.000476,0.571,165173,0.984,0,10,0.038,-3.895,0.0676,104.34,4,0.489,punk-rock
Dropkick Murphys,I'm Shipping Up To Boston,0.000706,0.452,153600,0.928,0.000637,2,0.226,-3.133,0.079,129.188,4,0.6,punk-rock
The Offspring,Original Prankster,0.000616,0.665,220960,0.872,6.75e-06,2,0.267,-4.21,0.0342,146.742,4,0.961,punk-rock
A Day To Remember,All I Want,2.53e-05,0.342,202640,0.981,0,2,0.343,-3.228,0.14,160.083,4,0.213,punk-rock
Green Day,Pulling Teeth,0.00171,0.531,150827,0.872,0.0863,3,0.109,-5.064,0.0492,128.211,4,0.881,punk-rock
Breaking Benjamin,The Diary Of Jane,6.2e-05,0.395,200549,0.959,0.0447,10,0.102,-4.409,0.0632,167.093,4,0.31,punk-rock
Stiff Little Fingers,Alternative Ulster,0.0148,0.439,163880,0.971,1.34e-05,11,0.255,-5.855,0.177,118.369,4,0.258,punk-rock
My Chemical Romance,Teenagers,0.0506,0.463,161920,0.857,0,4,0.184,-3.063,0.0632,111.647,4,0.839,punk-rock
blink-182,Kaleidoscope,0.00124,0.603,231267,0.782,2.36e-06,7,0.0747,-8.178,0.0446,91.445,4,0.456,punk-rock
Green Day,F.O.D.,0.0341,0.404,170760,0.322,2.31e-05,1,0.123,-10.904,0.0582,82.2,4,0.768,punk-rock
Misfits,Last Caress,0.0257,0.181,119827,0.946,0.223,0,0.344,-5.308,0.096,178.743,4,0.344,punk-rock
Simple Plan,I'd Do Anything,0.00143,0.395,197640,0.917,0,8,0.261,-6.86,0.133,169.088,4,0.551,punk-rock
Bowling For Soup,Girl All the Bad Guys Want,0.000743,0.575,197613,0.843,0,2,0.315,-4.402,0.0518,130.982,4,0.856,punk-rock
blink-182,I Miss You,0.00132,0.653,227253,0.774,6.98e-06,11,0.0835,-6.366,0.0341,109.997,4,0.617,punk-rock
NOFX,The Separation Of Church & Skate,0.000785,0.373,170347,0.962,1.31e-05,9,0.243,-3.21,0.11,138.343,4,0.273,punk-rock
Thirty Seconds To Mars,Kings and Queens,0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,0.0844,164.982,4,0.143,punk-rock
Fall Out Boy,Centuries,0.00441,0.346,231813,0.844,0,9,0.113,-3.164,0.0857,175.997,4,0.411,punk-rock
The Offspring,The Kids Aren't Alright,0.00599,0.52,179600,0.945,4.97e-05,1,0.0495,-4.197,0.0335,99.603,4,0.803,punk-rock
Panic! At The Disco,The Only Difference Between Martyrdom and Suicide is Press Coverage,0.0598,0.517,176933,0.93,0,6,0.35,-3.902,0.216,170.068,4,0.689,punk-rock
Ramones,I Wanna Be Sedated - Remastered,0.169,0.597,149467,0.96,2.89e-05,11,0.105,-3.989,0.042,163.017,4,0.934,punk-rock
NOFX,Leave It Alone,0.000174,0.361,124427,0.857,0.0154,5,0.396,-9.079,0.0449,99.061,4,0.468,punk-rock
Fugazi,Waiting Room,0.00401,0.616,173267,0.727,0.86,1,0.157,-8.176,0.0365,92.259,4,0.537,punk-rock
Fountains Of Wayne,Stacy's Mom,0.0021,0.774,197987,0.75,1.85e-05,11,0.0808,-4.927,0.0413,118.015,4,0.901,punk-rock
blink-182,Natives,0.000556,0.534,235160,0.976,0.00456,11,0.428,-3.693,0.0685,140.012,4,0.674,punk-rock
The Offspring,Why Don't You Get a Job?,0.0707,0.772,171867,0.878,1.55e-06,5,0.303,-4.479,0.0806,107.951,4,0.543,punk-rock
The All-American Rejects,Dirty Little Secret,0.0004,0.453,193653,0.942,2.65e-06,10,0.667,-4.256,0.0466,143.85,4,0.459,punk-rock
Sum 41,All Messed Up,0.000623,0.443,164600,0.935,0.000644,4,0.332,-3.921,0.193,188.043,4,0.884,punk-rock
Red Hot Chili Peppers,Snow (Hey Oh),0.116,0.427,334667,0.9,1.75e-05,11,0.119,-3.674,0.0499,104.655,4,0.591,punk-rock
Nicki Minaj,Super Bass,0.282,0.727,200013,0.866,3.87e-06,11,0.585,-4.288,0.185,127.01,4,0.67,r-n-b
Chris Brown,New Flame,0.0649,0.709,244133,0.638,0,1,0.0969,-4.3,0.0405,141.994,4,0.473,r-n-b
Jennifer Lopez,Booty,0.00332,0.682,203280,0.951,6.1e-05,0,0.149,-4.624,0.05,128.951,4,0.497,r-n-b
Aloe Blacc,I Need A Dollar,0.199,0.84,244386,0.481,0,8,0.0857,-7.152,0.033,95.513,4,0.957,r-n-b
John Legend,You & I (Nobody in the World),0.129,0.456,252653,0.342,0,11,0.124,-8.162,0.0283,84.087,4,0.207,r-n-b
"Earth, Wind & Fire",September,0.121,0.694,214867,0.73,0.000555,9,0.146,-10.439,0.0309,125.962,4,0.981,r-n-b
Jessie Ware,Wildest Moments,0.227,0.564,222067,0.775,0.131,2,0.421,-6.777,0.0486,83.034,4,0.458,r-n-b
Justin Timberlake,Cry Me a River,0.575,0.624,288333,0.653,0,8,0.104,-6.582,0.176,73.884,4,0.588,r-n-b
Stevie Wonder,Superstition,0.0945,0.603,266000,0.778,0.112,1,0.083,-9.277,0.0862,100.59,4,0.864,r-n-b
Trey Songz,Foreign,0.0236,0.745,249000,0.63,0,5,0.102,-7.473,0.124,123.924,4,0.644,r-n-b
Jason Derulo,Trumpets,0.555,0.635,217419,0.691,0,0,0.097,-4.862,0.258,82.142,4,0.63,r-n-b
Jennifer Lopez,First Love,0.0112,0.62,215787,0.693,0.00246,11,0.317,-5.053,0.0469,100.036,4,0.495,r-n-b
Dusty Springfield,Son Of A Preacher Man,0.546,0.555,147267,0.401,0,4,0.121,-14.376,0.0698,90.882,4,0.783,r-n-b
Taio Cruz,Dynamite,0.00622,0.75,203867,0.78,0,4,0.0263,-3.155,0.0898,119.985,4,0.819,r-n-b
MC Hammer,U Can't Touch This,0.00334,0.871,255080,0.745,0.000567,11,0.0969,-5.917,0.0834,133.332,4,0.844,r-n-b
Ciara,Body Party,0.0179,0.594,234053,0.573,0,2,0.629,-6.304,0.0571,134.185,4,0.123,r-n-b
Diddy - Dirty Money,Coming Home,0.155,0.353,238693,0.822,0,7,0.332,-1.866,0.232,167.905,4,0.235,r-n-b
Usher,Good Kisser,0.382,0.638,249626,0.785,0,5,0.109,-4.184,0.194,97.488,4,0.807,r-n-b
Marvin Gaye,Let's Get It On,0.272,0.499,291720,0.598,0,3,0.0639,-12.56,0.0843,167.676,4,0.624,r-n-b
Salt-N-Pepa,Push It,0.00547,0.93,268533,0.722,0.00505,7,0.0554,-6.597,0.0691,127.227,4,0.965,r-n-b
Ginuwine,Pony,0.00186,0.749,251733,0.605,0.0381,8,0.115,-9.359,0.086,142.024,4,0.966,r-n-b
Bruno Mars,Locked Out Of Heaven,0.049,0.726,233478,0.698,0,5,0.309,-4.165,0.0431,143.994,4,0.871,r-n-b
Ne-Yo,She Knows,0.0164,0.705,221073,0.606,0,8,0.558,-4.405,0.0309,139.991,4,0.567,r-n-b
Justin Timberlake,Not a Bad Thing,0.271,0.594,266294,0.729,0,2,0.383,-5.774,0.0626,86.032,4,0.485,r-n-b
Beyoncé,XO,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,0.26,170.085,4,0.219,r-n-b
Mariah Carey,We Belong Together,0.0358,0.838,201400,0.469,0,0,0.0928,-7.992,0.0835,139.975,4,0.77,r-n-b
TLC,No Scrubs,0.025,0.736,214440,0.666,0.000666,8,0.0682,-4.268,0.0783,92.927,4,0.588,r-n-b
Nicki Minaj,Pills N Potions,0.0289,0.417,268853,0.469,2.8e-05,7,0.0587,-10.366,0.156,85.313,4,0.221,r-n-b
Rihanna,We Found Love,0.0253,0.737,215227,0.758,0.0019,1,0.169,-4.389,0.057,128.007,4,0.603,r-n-b
Jessie Ware,Tough Love,0.213,0.679,206950,0.472,0.159,9,0.0988,-12.113,0.0372,135.033,4,0.569,r-n-b
Justin Timberlake,Mirrors,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0.0503,76.899,4,0.51,r-n-b
Flo Rida,Good Feeling,0.0588,0.706,248133,0.89,0.00286,1,0.306,-4.444,0.0688,128.011,4,0.671,r-n-b
Blackstreet,No Diggity,0.326,0.866,304600,0.65,0,1,0.203,-4.846,0.286,88.656,4,0.645,r-n-b
Rihanna,Stay,0.945,0.635,240707,0.315,1.66e-05,9,0.115,-10.04,0.0272,111.913,4,0.109,r-n-b
Trey Songz,Na Na,0.328,0.67,231907,0.476,0,9,0.104,-6.253,0.0406,96.975,4,0.226,r-n-b
Nelly Furtado,Promiscuous,0.05,0.813,242200,0.977,2.75e-05,10,0.147,-6.078,0.0476,114.316,4,0.84,r-n-b
PARTYNEXTDOOR,Recognize (feat. Drake),0.0102,0.643,311197,0.541,0,2,0.102,-5.801,0.0426,119.501,4,0.171,r-n-b
Jeremih,Don't Tell 'Em,0.527,0.859,268453,0.538,1.14e-06,2,0.137,-5.207,0.0699,98.031,4,0.344,r-n-b
Bruno Mars,When I Was Your Man,0.932,0.612,213827,0.28,0,0,0.088,-8.648,0.0434,72.795,4,0.4,r-n-b
Prince,FUNKNROLL,0.0695,0.784,248004,0.722,8.05e-06,11,0.421,-4.773,0.067,98.685,4,0.413,r-n-b
Meghan Trainor,Lips Are Movin,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,0.0464,139.091,4,0.945,r-n-b
Ben E. King,Stand By Me,0.751,0.677,170960,0.183,0.000202,9,0.148,-10.632,0.0517,119.735,4,0.636,r-n-b
Sevyn Streeter,It Won't Stop (feat. Chris Brown),0.016,0.657,281080,0.574,8.1e-05,1,0.172,-9.484,0.0407,119.992,4,0.225,r-n-b
Solange,Losing You,0.0555,0.735,260400,0.798,0.0627,0,0.161,-6.175,0.127,113.997,4,0.469,r-n-b
Toni Braxton,Un-Break My Heart,0.422,0.618,268467,0.489,0,11,0.122,-6.593,0.0272,109.943,4,0.128,r-n-b
Alicia Keys,Fallin',0.263,0.653,210200,0.609,0.00101,11,0.233,-7.519,0.037,95.982,3,0.526,r-n-b
Sean Kingston,Beautiful Girls,0.159,0.745,241933,0.666,0,9,0.302,-5.899,0.0566,129.995,4,0.727,r-n-b
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,0.0322,119.93,4,0.331,r-n-b
TLC,Waterfalls,0.311,0.77,279507,0.505,7.4e-05,1,0.0777,-7.345,0.0828,171.798,4,0.763,r-n-b
Flo Rida,Wild Ones (feat. Sia),0.0991,0.608,232947,0.86,0,5,0.262,-5.324,0.0554,127.075,4,0.441,r-n-b
Meghan Trainor,Dear Future Husband,0.375,0.655,184227,0.782,0,1,0.317,-4.789,0.185,79.427,4,0.839,r-n-b
Bill Withers,Ain't No Sunshine,0.304,0.524,122640,0.484,0.000228,4,0.0946,-8.151,0.0462,78.884,4,0.521,r-n-b
Beyoncé,Pretty Hurts,0.00255,0.524,256667,0.62,0.000172,11,0.336,-6.743,0.0509,129.863,4,0.198,r-n-b
Keri Hilson,Knock You Down,0.0124,0.593,326187,0.883,0,8,0.177,-4.781,0.186,155.171,4,0.667,r-n-b
Michelle Williams,Say Yes (ft. Beyoncé & Kelly Rowland),0.00395,0.837,252000,0.79,0.000201,1,0.0898,-4.229,0.136,120.0,4,0.685,r-n-b
Meghan Trainor,All About That Bass,0.0476,0.811,188754,0.879,1.91e-06,9,0.109,-3.724,0.0514,134.064,4,0.962,r-n-b
Usher,She Came II Give It II U,0.0419,0.821,242560,0.565,0,4,0.0796,-5.403,0.0837,119.975,4,0.734,r-n-b
will.i.am,Scream & Shout,0.0225,0.772,283400,0.687,5.93e-05,0,0.129,-6.834,0.0719,130.023,4,0.482,r-n-b
Rihanna,Diamonds,0.00111,0.555,225147,0.71,0,11,0.113,-4.921,0.0467,91.958,4,0.393,r-n-b
Seal,Kiss From A Rose,0.66,0.584,288173,0.523,0,10,0.225,-7.47,0.0301,131.752,3,0.206,r-n-b
Gwen Stefani,Hollaback Girl,0.38,0.92,199907,0.918,2.71e-06,10,0.0289,-2.072,0.0887,110.02,4,0.909,r-n-b
Chaka Khan,Ain't Nobody,0.00095,0.547,319332,0.93,0.000231,1,0.994,-6.349,0.144,98.911,4,0.449,r-n-b
Beyoncé,Halo,0.272,0.508,261640,0.72,0,11,0.0563,-5.908,0.0628,79.983,4,0.476,r-n-b
Chris Brown,X,0.0999,0.547,260733,0.73,0,11,0.101,-5.94,0.0903,147.899,4,0.305,r-n-b
Alicia Keys,No One,0.03,0.649,253813,0.552,6.47e-06,1,0.111,-5.419,0.0292,89.969,4,0.169,r-n-b
Destiny's Child,Say My Name,0.311,0.632,268027,0.631,0,5,0.142,-3.801,0.13,68.88,4,0.683,r-n-b
,,0.665,0.579,119133,0.558,0,8,0.8,-12.083,0.276,172.806,4,0.939,r-n-b
Aloe Blacc,The Man,0.0346,0.526,254880,0.772,0,11,0.214,-7.229,0.0479,85.876,4,0.511,r-n-b
Jennifer Lopez,On The Floor,0.0905,0.763,230907,0.679,0.000553,11,0.0949,-6.299,0.0981,129.997,4,0.451,r-n-b
The Pussycat Dolls,Buttons,0.158,0.544,225560,0.823,0,2,0.268,-4.318,0.32,210.75,4,0.445,r-n-b
Nicki Minaj,Anaconda,0.0562,0.937,260827,0.649,6.35e-05,9,0.187,-5.426,0.149,130.001,4,0.776,r-n-b
The Temptations,My Girl,0.568,0.556,163000,0.55,0,0,0.134,-6.106,0.0377,104.651,4,0.643,r-n-b
Flo Rida,Whistle,0.0199,0.754,225000,0.933,0,0,0.297,-5.786,0.0448,103.992,4,0.735,r-n-b
Alicia Keys,If I Ain't Got You,0.603,0.609,228707,0.445,6.77e-06,7,0.104,-9.129,0.106,118.393,3,0.176,r-n-b
Aretha Franklin,Respect,0.115,0.819,144091,0.504,0.000176,0,0.0388,-6.561,0.0411,114.932,4,0.964,r-n-b
Frank Ocean,Thinkin Bout You,0.406,0.72,201107,0.325,0.00266,0,0.146,-11.233,0.0517,129.867,4,0.195,r-n-b
Nelly Furtado,Say It Right,0.0496,0.872,223520,0.875,0.000988,1,0.0469,-6.166,0.132,116.952,4,0.777,r-n-b
Bruno Mars,Just the Way You Are,0.0136,0.632,219147,0.845,0,5,0.0949,-5.547,0.045,109.013,4,0.46,r-n-b
Trey Songz,"Touchin, Lovin (feat. Nicki Minaj)",0.0402,0.779,221987,0.566,9.69e-06,11,0.326,-6.912,0.11,100.097,4,0.426,r-n-b
Amy Winehouse,Back To Black,0.185,0.511,240227,0.722,3.57e-05,7,0.0832,-3.281,0.0408,123.438,4,0.322,r-n-b
Robin Thicke,Blurred Lines,0.00379,0.862,263827,0.604,1.01e-05,7,0.0857,-4.775,0.0402,119.99,4,0.829,r-n-b
"Ray Parker, Jr.",Ghostbusters,0.0125,0.779,240800,0.717,0.0536,6,0.355,-9.7,0.0335,115.384,4,0.792,r-n-b
Gwen Stefani,Cool,0.0302,0.705,189280,0.72,8.84e-05,2,0.36,-3.49,0.0273,112.021,4,0.829,r-n-b
Kelly Rowland,Motivation,0.176,0.721,231173,0.668,0.000104,9,0.0732,-5.561,0.0505,140.919,4,0.268,r-n-b
Frank Ocean,Novacane,0.0726,0.764,302347,0.509,0.000603,3,0.162,-9.208,0.104,93.505,4,0.387,r-n-b
The Ronettes,Be My Baby,0.17,0.51,159760,0.619,1.06e-06,4,0.0664,-12.806,0.037,129.482,4,0.817,r-n-b
will.i.am,Feelin' Myself,0.04,0.857,253480,0.527,0,6,0.172,-8.544,0.153,96.433,4,0.504,r-n-b
Jessie Ware,Say You Love Me,0.123,0.456,257484,0.415,2.53e-05,7,0.197,-8.919,0.048,174.043,3,0.259,r-n-b
The Jackson 5,ABC,0.523,0.736,177733,0.689,0.000319,8,0.123,-11.781,0.0437,93.781,4,0.943,r-n-b
Kool & The Gang,Celebration,0.081,0.815,220547,0.867,0.00476,1,0.0389,-4.595,0.0445,121.576,4,0.959,r-n-b
Marvin Gaye,Sexual Healing,0.112,0.802,239360,0.554,0.000166,5,0.0504,-11.313,0.0599,94.387,4,0.739,r-n-b
will.i.am,It’s My Birthday,0.0822,0.754,252613,0.715,0,5,0.0891,-4.434,0.0525,100.001,4,0.417,r-n-b
Amy Winehouse,You Know I'm No Good,0.0156,0.705,256947,0.804,0.0105,9,0.071,-3.663,0.0305,103.0,4,0.778,r-n-b
Gwen Stefani,Baby Don't Lie,0.0118,0.688,202533,0.551,0.226,10,0.102,-5.49,0.0315,99.964,4,0.27,r-n-b
The Jackson 5,I Want You Back,0.233,0.676,179613,0.581,0.00652,8,0.214,-8.372,0.0316,98.23,4,0.957,r-n-b
Beetle,Talk Dirty - Rap Remix,0.0332,0.749,177659,0.652,0,6,0.357,-7.309,0.247,100.319,4,0.769,r-n-b
Chris Brown,Loyal (East Coast Version),0.0277,0.596,264400,0.492,1.45e-06,1,0.08,-5.903,0.089,99.107,4,0.542,r-n-b
Jason Derulo,Wiggle (feat. Snoop Dogg),0.0802,0.697,193296,0.621,0,9,0.162,-6.886,0.25,81.946,4,0.696,r-n-b
Amy Winehouse,Rehab,0.0452,0.589,213253,0.876,2.5e-06,0,0.54,-2.94,0.0546,145.398,4,0.736,r-n-b
Miguel,Adorn,0.0543,0.625,193147,0.576,4.07e-05,11,0.187,-5.693,0.175,179.063,4,0.223,r-n-b
Gentleman,Superior,0.35,0.67,229707,0.756,0,0,0.0286,-5.561,0.112,152.348,4,0.972,reggae
Dexta Daps,Jealous Ova,0.419,0.586,232786,0.661,0,7,0.0762,-6.231,0.46,110.917,5,0.667,reggae
Park Jang Hyeon,Love Is,0.279,0.331,219011,0.706,0,2,0.226,-3.627,0.0466,149.581,4,0.212,reggae
Barrington Levy,Under Mi Sensi,0.162,0.776,190493,0.572,6.94e-06,0,0.325,-8.416,0.107,151.111,4,0.506,reggae
Gyptian,Wine Slow,0.693,0.615,154671,0.557,0,8,0.16,-8.698,0.286,119.845,5,0.427,reggae
"Stephen ""Ragga"" Marley","Rock Stone (feat. Capleton, Sizzla)",0.204,0.768,278049,0.822,0.000533,2,0.121,-4.353,0.269,82.031,4,0.544,reggae
Peter Tosh,Downpressor Man,0.00671,0.82,385187,0.499,0.000266,5,0.0669,-9.813,0.0659,148.565,4,0.886,reggae
Morgan Heritage,Don't Haffi Dread,0.0326,0.621,496160,0.733,0,7,0.452,-6.365,0.0537,140.93,4,0.826,reggae
Kabaka Pyramid,No Capitalist,0.336,0.639,174093,0.727,0,4,0.249,-4.522,0.226,86.902,4,0.666,reggae
Queen Ifrica,To Serve And Protect,0.205,0.655,247400,0.7,0,10,0.196,-5.309,0.3,89.537,4,0.59,reggae
Alpha Blondy,I Wish You Were Here,0.02,0.796,267120,0.566,0.0181,7,0.116,-7.857,0.0695,143.994,4,0.566,reggae
Bob Marley & The Wailers,Concrete Jungle,0.226,0.71,252373,0.582,0.00324,2,0.0958,-10.792,0.164,96.562,4,0.683,reggae
Capleton,That Day Will Come,0.0647,0.696,246453,0.837,0,0,0.113,-5.034,0.118,153.294,4,0.914,reggae
Junior Kelly,Rasta Should Be Deeper,0.0366,0.734,209813,0.803,0,2,0.319,-5.808,0.0617,72.385,4,0.776,reggae
Jah Cure,Longing For,0.291,0.673,233947,0.571,4.38e-06,4,0.0749,-6.293,0.331,168.094,4,0.514,reggae
Garnett Silk,Zion in a Vision,0.158,0.778,210400,0.683,0,2,0.0693,-4.333,0.074,81.418,4,0.768,reggae
Chronixx,They Dont Know,0.0199,0.684,235338,0.627,0,8,0.131,-7.032,0.0578,140.074,4,0.833,reggae
Half Pint,Mr. Landlord,0.277,0.82,197120,0.724,0.0023,6,0.109,-7.045,0.154,81.757,4,0.654,reggae
Buju Banton,Hills And Valleys,0.477,0.687,273040,0.544,0,3,0.0937,-8.642,0.162,72.082,4,0.745,reggae
Bugle,Infidelity,0.24,0.473,194822,0.921,0,1,0.362,-0.819,0.31,85.141,4,0.523,reggae
Lutan Fyah,Kill Dem Sound,0.0285,0.831,222342,0.415,0,7,0.361,-13.284,0.289,96.022,4,0.341,reggae
John Holt,Ali Baba,0.343,0.838,158227,0.646,0.156,10,0.0731,-5.691,0.0427,79.576,4,0.821,reggae
Protoje,Kingston Be Wise,0.0552,0.782,251204,0.744,1.42e-05,7,0.701,-6.164,0.0806,81.067,4,0.703,reggae
Stephen Marley,Tight Ship,0.125,0.725,255240,0.679,0,0,0.0718,-5.121,0.197,133.974,4,0.813,reggae
Alborosie,Kingston Town,0.0336,0.779,190960,0.819,0,4,0.355,-3.495,0.0611,74.007,4,0.577,reggae
Alkaline,Weh You Did Deh,0.0832,0.76,206512,0.761,0,2,0.0554,-5.23,0.183,86.018,4,0.592,reggae
Bob Marley & The Wailers,Jamming,0.129,0.941,211427,0.462,9.82e-05,11,0.114,-11.029,0.282,123.674,4,0.747,reggae
Protoje,Who Knows (feat. Chronixx),0.0909,0.683,208467,0.724,0,5,0.339,-4.436,0.0988,80.932,4,0.748,reggae
Max Romeo,War Inna Babylon,0.0495,0.706,296255,0.431,0,7,0.0742,-13.831,0.3,146.302,4,0.913,reggae
Anthony B,World A Reggae Music,0.0392,0.831,224840,0.587,0,6,0.164,-6.997,0.354,83.154,4,0.784,reggae
Cham,Tun Up (Raw),0.113,0.757,108315,0.811,0,1,0.112,-5.788,0.424,88.074,4,0.673,reggae
Cocoa Tea,Rastaman,0.1,0.672,242649,0.588,0,6,0.139,-11.292,0.15,149.353,4,0.713,reggae
Popcaan feat. Mavado,Everything Nice - Remix,0.168,0.679,276181,0.604,1.26e-06,6,0.0861,-8.533,0.2,100.048,4,0.32,reggae
Tony Rebel,Jah Is By My Side,0.0608,0.683,231027,0.601,0,10,0.0776,-9.744,0.142,79.05,4,0.906,reggae
Fantan Mojah,Dun Dem,0.224,0.827,248013,0.743,0,10,0.279,-4.807,0.0906,90.011,4,0.35,reggae
Israel Vibration,Cool and Calm,0.161,0.794,267401,0.399,7.09e-06,0,0.0475,-11.516,0.174,76.374,4,0.82,reggae
Peter Tosh,Johnny B Goode - 2002 Remastered Version,0.0299,0.749,244253,0.849,0.000168,4,0.115,-5.761,0.0544,145.169,4,0.955,reggae
Sizzla,Smoke My Herbz,0.0974,0.859,218415,0.521,0,0,0.0709,-11.357,0.268,89.97,4,0.835,reggae
Eek-A-Mouse,Sensee Party,0.243,0.838,192107,0.587,0,6,0.0965,-12.586,0.189,149.936,4,0.844,reggae
Ky-Mani Marley,Rub-a-Dub Soldier,0.332,0.529,195584,0.653,0,3,0.156,-7.385,0.359,154.108,4,0.555,reggae
Chronixx,"Selassie Souljahz (feat. Sizzla Kalonji, Protoje, Kabaka Pyramid)",0.24,0.726,255000,0.58,0,4,0.291,-7.607,0.295,175.907,4,0.864,reggae
Seeed & Anthony B,Water Pumpee,0.0848,0.798,249960,0.747,0,7,0.0179,-7.791,0.277,140.074,4,0.919,reggae
Peter Tosh,I Am That I Am,0.0649,0.791,269547,0.481,1.47e-06,4,0.0247,-9.39,0.124,146.032,4,0.93,reggae
Protoje,Who Dem a Program,0.302,0.799,207219,0.61,0,10,0.0824,-6.298,0.194,170.037,4,0.86,reggae
Culture,I'm Not Ashamed,0.258,0.73,500742,0.694,0.000257,9,0.158,-6.646,0.0601,129.842,4,0.764,reggae
Gappy Ranks,Thanks & Praise,0.0174,0.487,187800,0.697,0,11,0.179,-4.434,0.28,168.355,4,0.67,reggae
Jah Sun,Foundation (feat. Kabaka Pyramid),0.154,0.51,200578,0.854,0,5,0.33,-3.912,0.268,176.315,4,0.902,reggae
Busy Signal,Come Over [Missing You],0.0608,0.648,208667,0.651,0,5,0.245,-5.289,0.082,89.882,4,0.559,reggae
Tarrus Riley,Good Girl Gone Bad,0.26,0.675,257387,0.716,0,9,0.411,-3.285,0.282,72.011,4,0.738,reggae
Burning Spear,African Teacher,0.339,0.802,238200,0.52,0.0966,4,0.148,-9.496,0.0443,78.392,4,0.963,reggae
KELISSA feat. CHRONIXX,WINNA,0.0459,0.694,245344,0.751,1.3e-05,0,0.146,-5.344,0.0302,130.01,4,0.465,reggae
Black Uhuru,Sinsemilla,0.0178,0.842,311293,0.562,0.0263,4,0.0798,-10.911,0.0995,131.288,4,0.725,reggae
RDX,Kotch,0.164,0.92,195318,0.8,1.89e-05,8,0.104,-3.843,0.0706,118.01,4,0.767,reggae
Alkaline,Move Mountains,0.283,0.624,194010,0.337,0,5,0.107,-15.791,0.429,120.112,5,0.416,reggae
Pressure,Be Free,0.432,0.695,199640,0.653,0,0,0.0712,-4.858,0.292,92.177,4,0.741,reggae
Barrington Levy,Murderer,0.0845,0.865,233300,0.549,0.158,0,0.081,-10.083,0.244,142.8,4,0.619,reggae
Alborosie,Real Story,0.18,0.848,198147,0.73,0,7,0.115,-3.818,0.203,138.194,4,0.824,reggae
Chuck Fenda,Gwaan Plant,0.364,0.805,177773,0.82,0,10,0.0556,-6.301,0.137,153.908,4,0.976,reggae
Steel Pulse,Chant A Psalm,0.026,0.859,270520,0.668,7.28e-06,8,0.298,-7.23,0.0463,111.493,4,0.958,reggae
Mungo's Hi Fi,Herbalist,0.223,0.827,248537,0.65,0,11,0.12,-9.75,0.282,89.973,4,0.639,reggae
Sizzla,Be Strong,0.564,0.72,218560,0.736,0,4,0.122,-6.38,0.316,83.923,4,0.611,reggae
Demarco,Nuff Gal - Raw,0.153,0.556,186933,0.925,0,0,0.0804,-4.545,0.394,200.042,4,0.81,reggae
Jah Cure,Call On Me,0.0437,0.556,265787,0.686,6.94e-06,8,0.0949,-6.904,0.0918,169.919,4,0.48,reggae
Popcaan,Where We Come From,0.261,0.668,242244,0.767,0,6,0.365,-4.402,0.267,178.01,4,0.547,reggae
Mikey Dread,Roots and Culture,0.104,0.73,365760,0.584,0.0406,6,0.347,-9.058,0.0825,144.039,4,0.813,reggae
Gentleman,Intoxication,0.651,0.646,208907,0.652,0,4,0.158,-6.045,0.263,83.888,4,0.664,reggae
Buju Banton,Boom Bye Bye,0.277,0.793,226638,0.697,0,8,0.38,-4.479,0.238,153.815,4,0.92,reggae
Althea And Donna,Uptown Top Ranking - 2001 Digital Remaster,0.0477,0.886,229160,0.522,0.00108,7,0.207,-7.971,0.173,82.439,4,0.787,reggae
Vybz Kartel,Gon' Get Better,0.475,0.766,235809,0.613,0.000286,0,0.0707,-6.67,0.0948,91.997,4,0.569,reggae
