artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,r-n-b
will.i.am,Scream & Shout,0.0225,0.772,283400,0.687,5.93e-05,0,0.129,-6.834,1,0.0719,130.023,4,0.482,r-n-b
Taio Cruz,Dynamite,0.00622,0.75,203867,0.78,0,4,0.0263,-3.155,1,0.0898,119.985,4,0.819,r-n-b
Amy Winehouse,You Know I'm No Good,0.0156,0.705,256947,0.804,0.0105,9,0.071,-3.663,1,0.0305,103.0,4,0.778,r-n-b
Bruno Mars,When I Was Your Man,0.932,0.612,213827,0.28,0,0,0.088,-8.648,1,0.0434,72.795,4,0.4,r-n-b
Chaka Khan,Ain't Nobody,0.00095,0.547,319332,0.93,0.000231,1,0.994,-6.349,1,0.144,98.911,4,0.449,r-n-b
Diddy - Dirty Money,Coming Home,0.155,0.353,238693,0.822,0,7,0.332,-1.866,1,0.232,167.905,4,0.235,r-n-b
will.i.am,It’s My Birthday,0.0822,0.754,252613,0.715,0,5,0.0891,-4.434,0,0.0525,100.001,4,0.417,r-n-b
Sean Kingston,Beautiful Girls,0.159,0.745,241933,0.666,0,9,0.302,-5.899,1,0.0566,129.995,4,0.727,r-n-b
"Ray Parker, Jr.",Ghostbusters,0.0125,0.779,240800,0.717,0.0536,6,0.355,-9.7,0,0.0335,115.384,4,0.792,r-n-b
Beyoncé,XO,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,1,0.26,170.085,4,0.219,r-n-b
Frank Ocean,Novacane,0.0726,0.764,302347,0.509,0.000603,3,0.162,-9.208,1,0.104,93.505,4,0.387,r-n-b
TLC,Waterfalls,0.311,0.77,279507,0.505,7.4e-05,1,0.0777,-7.345,1,0.0828,171.798,4,0.763,r-n-b
Salt-N-Pepa,Push It,0.00547,0.93,268533,0.722,0.00505,7,0.0554,-6.597,1,0.0691,127.227,4,0.965,r-n-b
Destiny's Child,Say My Name,0.311,0.632,268027,0.631,0,5,0.142,-3.801,0,0.13,68.88,4,0.683,r-n-b
Marvin Gaye,Let's Get It On,0.272,0.499,291720,0.598,0,3,0.0639,-12.56,1,0.0843,167.676,4,0.624,r-n-b
Ginuwine,Pony,0.00186,0.749,251733,0.605,0.0381,8,0.115,-9.359,0,0.086,142.024,4,0.966,r-n-b
will.i.am,Feelin' Myself,0.04,0.857,253480,0.527,0,6,0.172,-8.544,0,0.153,96.433,4,0.504,r-n-b
Gwen Stefani,Hollaback Girl,0.38,0.92,199907,0.918,2.71e-06,10,0.0289,-2.072,0,0.0887,110.02,4,0.909,r-n-b
Alicia Keys,Fallin',0.263,0.653,210200,0.609,0.00101,11,0.233,-7.519,0,0.037,95.982,3,0.526,r-n-b
Alicia Keys,No One,0.03,0.649,253813,0.552,6.47e-06,1,0.111,-5.419,0,0.0292,89.969,4,0.169,r-n-b
Lutan Fyah,When mi rise it,0.224,0.693,254813,0.783,0,7,0.214,-3.993,0,0.215,77.769,4,0.767,reggae
Gentleman,Intoxication,0.651,0.646,208907,0.652,0,4,0.158,-6.045,0,0.263,83.888,4,0.664,reggae
Konshens,Do Sumn,0.0823,0.706,217427,0.671,2.07e-05,8,0.037,-7.276,1,0.463,133.847,5,0.874,reggae
Buju Banton,Destiny,0.0258,0.824,237933,0.675,0,4,0.165,-7.819,1,0.0618,134.91,4,0.812,reggae
"Lee ""Scratch"" Perry",African Herbsman,0.794,0.654,143360,0.587,0.00021,3,0.113,-8.302,1,0.175,107.826,4,0.758,reggae
Sizzla,Smoke Marijuana,0.197,0.646,243307,0.738,0,7,0.336,-5.827,0,0.213,68.816,4,0.617,reggae
Christopher Martin,Cheaters Prayer,0.178,0.616,206397,0.682,0,10,0.0567,-5.292,1,0.218,89.695,4,0.665,reggae
Bob Marley & The Wailers,Ride Natty Ride,0.0812,0.924,231467,0.61,0.00452,10,0.053,-7.89,1,0.0791,125.028,4,0.947,reggae
Chronixx,Start a Fyah,0.119,0.643,228576,0.734,0,9,0.314,-4.514,0,0.237,171.948,4,0.594,reggae
Third World,1865 (96º In The Shade),0.0301,0.916,268760,0.397,0.000132,7,0.0236,-16.065,1,0.147,131.832,4,0.773,reggae
Barrington Levy,Murderer,0.0845,0.865,233300,0.549,0.158,0,0.081,-10.083,1,0.244,142.8,4,0.619,reggae
Damian Marley,It Was Written,0.0266,0.733,361067,0.718,0,0,0.721,-4.996,1,0.242,81.384,4,0.51,reggae
Capleton,That Day Will Come,0.0647,0.696,246453,0.837,0,0,0.113,-5.034,0,0.118,153.294,4,0.914,reggae
Black Uhuru,Guess Who's Coming To Dinner,0.0324,0.798,347867,0.7,0.00341,8,0.131,-12.105,0,0.055,135.123,4,0.863,reggae
Gregory Isaacs,Cool Down The Pace,0.152,0.862,316547,0.512,0.00598,10,0.0835,-6.356,1,0.109,75.919,4,0.883,reggae
Gyptian,Nah Let Go,0.0987,0.681,200653,0.701,1.25e-06,1,0.3,-5.993,1,0.0298,98.012,4,0.611,reggae
T.O.K.,Money 2 Burn,0.0703,0.592,213427,0.625,0,6,0.0626,-4.964,1,0.327,122.195,4,0.941,reggae
Groundation,Jah Jah Know,0.0994,0.727,363867,0.503,9e-06,8,0.31,-9.565,1,0.181,81.777,4,0.508,reggae
Sizzla,Thank You Mama,0.137,0.556,272067,0.478,0,7,0.134,-8.323,1,0.284,140.747,4,0.448,reggae
Cornell Campbell,Pressure,0.149,0.501,319737,0.788,0,1,0.26,-6.177,0,0.24,77.435,4,0.629,reggae
Eek-A-Mouse,Ganja Smuggling,0.107,0.796,229533,0.449,8.53e-06,5,0.0636,-7.92,0,0.0871,71.707,4,0.52,reggae
Max Romeo,Chase The Devil,0.0807,0.838,207667,0.34,0,2,0.105,-14.334,1,0.565,149.079,4,0.819,reggae
Freddie McGregor,Push Come To Shove,0.0187,0.609,216240,0.644,0,7,0.443,-9.791,1,0.0831,81.017,4,0.647,reggae
Aidonia,Pon Di Cocky - Raw,0.193,0.818,190119,0.794,0,6,0.0413,-7.457,1,0.0894,100.986,4,0.573,reggae
Peter Tosh,Bush Doctor - 2002 Remastered Version,0.0143,0.762,247973,0.569,1.45e-05,4,0.0793,-7.863,0,0.0544,136.462,4,0.805,reggae
Morgan Heritage,Child Of JAH,0.067,0.566,252373,0.848,0,5,0.0957,-3.26,0,0.31,153.879,4,0.806,reggae
Ky-Mani Marley,Hustler,0.0515,0.788,233533,0.762,0,9,0.274,-4.911,0,0.193,90.956,4,0.801,reggae
Iba Mahr,Let Jah Lead the Way,0.533,0.598,216635,0.696,0,7,0.484,-6.462,0,0.356,90.452,4,0.744,reggae
Delroy Wilson,Better Must Come,0.00356,0.672,163920,0.589,8.11e-05,9,0.309,-7.011,1,0.104,73.489,4,0.922,reggae
Anthony B,World A Reggae Music,0.0392,0.831,224840,0.587,0,6,0.164,-6.997,0,0.354,83.154,4,0.784,reggae
Alborosie,Herbalist,0.0773,0.804,191333,0.607,0,10,0.0993,-6.84,0,0.37,142.421,4,0.831,reggae
Jesse Royal,Modern Day Judas,0.135,0.656,228607,0.792,0,0,0.16,-4.917,1,0.344,83.129,4,0.804,reggae
Gyptian,Hold You - Hold Yuh,0.321,0.69,233253,0.621,2.81e-05,8,0.0884,-3.583,1,0.06,66.858,3,0.479,reggae
Protoje,All Will Have to Change,0.223,0.751,324987,0.767,0.000508,1,0.0586,-5.944,1,0.13,84.982,4,0.807,reggae
Frankie Paul,Pass The Tu Sheng Peng,0.0167,0.596,209293,0.557,1.59e-05,0,0.249,-8.433,0,0.152,79.725,4,0.754,reggae
Cham,Tun Up (Raw),0.113,0.757,108315,0.811,0,1,0.112,-5.788,1,0.424,88.074,4,0.673,reggae
Tarrus Riley,Let Me In,0.122,0.871,152424,0.711,2.36e-05,8,0.119,-5.055,1,0.339,95.99,4,0.533,reggae
Barrington Levy,Black Roses,0.0549,0.801,187611,0.516,0.0083,1,0.126,-7.022,1,0.0815,84.793,4,0.883,reggae
Mavado,Never Believe You,0.0849,0.953,231933,0.685,0,1,0.206,-4.904,1,0.145,120.071,4,0.662,reggae
The Heptones,Book of Rules,0.263,0.795,210120,0.606,0.157,6,0.106,-11.053,1,0.0571,142.016,4,0.928,reggae
I Wayne,Can't Satisfy Her,0.142,0.663,221867,0.708,0,11,0.171,-4.704,0,0.315,86.724,4,0.745,reggae
Junior Murvin,Police And Thieves,0.0631,0.934,239800,0.429,0,11,0.0812,-10.192,0,0.0781,127.491,4,0.921,reggae
Jah Cure,Sticky,0.0583,0.583,209547,0.68,0,10,0.141,-4.081,0,0.247,164.572,4,0.74,reggae
Ky-Mani Marley,New Heights,0.505,0.803,180024,0.47,0,1,0.0887,-9.098,1,0.345,88.065,4,0.806,reggae
Rita Marley,Generation Bob,0.109,0.763,382867,0.691,0,11,0.172,-6.904,0,0.215,81.886,4,0.834,reggae
Naâman,Skanking Shoes,0.255,0.767,212719,0.626,0,2,0.0566,-7.892,0,0.114,94.689,4,0.671,reggae
Tarrus Riley,Superman,0.169,0.656,262800,0.708,0,0,0.127,-6.001,1,0.109,133.779,4,0.813,reggae
Sister Nancy,Bam Bam,0.825,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4,0.69,reggae
Sara Lugo,High & Windy,0.127,0.704,244803,0.522,0,0,0.329,-8.459,1,0.29,84.798,4,0.635,reggae
I Wayne,Living In Love,0.099,0.789,211302,0.843,0,0,0.18,-4.505,0,0.199,76.697,4,0.96,reggae
Buju Banton,Murderer,0.15,0.801,236640,0.513,7.59e-06,0,0.108,-8.992,1,0.324,137.81,4,0.691,reggae
Alborosie,Still Blazing,0.0159,0.749,230573,0.704,2.02e-06,6,0.0886,-5.415,0,0.269,145.618,4,0.819,reggae
Konshens,Stop Sign - Raw,0.131,0.823,165739,0.751,0,10,0.268,-5.168,0,0.17,100.968,4,0.777,reggae
Rootz Underground,Victims of a System (Album Version),0.316,0.702,246013,0.614,0,5,0.294,-6.169,0,0.256,169.051,4,0.736,reggae
Marlon Asher,Ganja Farmer,0.593,0.799,236907,0.721,0,8,0.122,-7.011,1,0.229,80.017,4,0.913,reggae
Black Uhuru,Sponji Reggae,0.108,0.778,298467,0.7,0.000318,7,0.0484,-7.853,0,0.0619,74.948,4,0.868,reggae
Ini Kamoze,World A Music,0.0111,0.874,345493,0.492,0.00801,6,0.0481,-7.752,0,0.139,74.083,4,0.348,reggae
Lucky Dube,House of Exile,0.498,0.688,208400,0.553,6.38e-06,10,0.0856,-8.373,1,0.0345,81.807,4,0.916,reggae
Gentleman,Heart Of Rub-A-Dub - MTV Unplugged,0.318,0.709,230267,0.818,0,1,0.852,-6.795,1,0.481,75.435,4,0.891,reggae
Sugar Minott,Good Thing Going,0.645,0.671,197333,0.519,0.000368,1,0.31,-11.165,1,0.0376,77.532,4,0.941,reggae
Bob Marley & The Wailers,Sun Is Shining,0.000482,0.78,297653,0.535,1.85e-05,3,0.0544,-9.722,0,0.0598,129.224,4,0.616,reggae
Capleton,Who Dem?,0.413,0.721,186093,0.868,0,1,0.0972,-5.576,1,0.421,115.986,5,0.911,reggae
Mr. Vegas,I Am Blessed,0.0357,0.746,188893,0.861,0,8,0.108,-4.463,1,0.281,96.742,4,0.707,reggae
Pressure,Love And Affection,0.0159,0.666,236800,0.694,0,5,0.333,-6.326,0,0.136,86.427,4,0.586,reggae
"Stephen ""Ragga"" Marley","Rock Stone (feat. Capleton, Sizzla)",0.204,0.768,278049,0.822,0.000533,2,0.121,-4.353,1,0.269,82.031,4,0.544,reggae
Garnett Silk,Zion in a Vision,0.158,0.778,210400,0.683,0,2,0.0693,-4.333,1,0.074,81.418,4,0.768,reggae
Alpha Blondy,Peace In Liberia,0.16,0.887,225213,0.557,1.08e-05,8,0.0679,-9.064,1,0.0484,146.047,4,0.909,reggae
Barrington Levy,Here I Come (Broader Than Broadway),0.219,0.698,223191,0.515,0,4,0.124,-13.029,1,0.0605,85.023,4,0.712,reggae
Groundation,Freedom Taking Over,0.0477,0.77,362480,0.64,1.75e-05,6,0.0959,-9.402,0,0.188,144.349,4,0.768,reggae
Blak Ryno,bike back,0.223,0.887,116280,0.635,0,7,0.0853,-5.774,1,0.0434,103.08,4,0.916,reggae
Protoje,Who Knows (feat. Chronixx),0.0909,0.683,208467,0.724,0,5,0.339,-4.436,0,0.0988,80.932,4,0.748,reggae
Jah Bouks,Angola,0.0856,0.672,246640,0.577,0,10,0.109,-7.755,1,0.255,82.59,4,0.661,reggae
Konshens,Gal a Bubble - Raw,0.142,0.843,210000,0.737,3.31e-05,7,0.08,-7.397,1,0.357,100.063,4,0.659,reggae
Elijah Prophet,Piece Of Ganja,0.0386,0.748,275853,0.751,0,9,0.0724,-4.064,0,0.195,79.534,4,0.939,reggae
Collie Buddz,No Time,0.12,0.57,199131,0.806,0,11,0.03,-5.27,1,0.276,87.303,4,0.947,reggae
Capleton,Prophet Rides Again,0.0256,0.773,202326,0.633,0,6,0.243,-5.521,0,0.326,86.82,4,0.705,reggae
Warrior King,Rough Road,0.206,0.544,254907,0.764,0,6,0.0298,-4.961,0,0.14,80.776,4,0.95,reggae
Jah Cure,Longing For,0.291,0.673,233947,0.571,4.38e-06,4,0.0749,-6.293,0,0.331,168.094,4,0.514,reggae
Duane Stephenson,August Town,0.106,0.837,324093,0.544,0,11,0.244,-5.379,1,0.375,141.569,4,0.838,reggae
Marcia Griffiths,Feel Like Jumping,0.0562,0.784,213507,0.419,0.184,0,0.0713,-9.338,1,0.0542,81.856,4,0.607,reggae
Culture,Stop The Fussing And Fighting - 2000 Digital Remaster,0.0983,0.723,289160,0.558,0.000209,6,0.24,-10.871,1,0.224,84.166,4,0.648,reggae
Cham,Wine,0.174,0.609,225637,0.723,0,1,0.229,-3.972,0,0.333,129.585,5,0.75,reggae
Beres Hammond,A Little More Time,0.0984,0.741,249678,0.414,1.86e-06,1,0.114,-11.722,1,0.422,172.547,4,0.599,reggae
Hannah Arterton,Holiday,0.132,0.798,214520,0.754,0.000136,2,0.115,-7.269,1,0.0485,117.586,4,0.72,reggae
Bushman,Cannabis,0.161,0.768,236227,0.647,0,10,0.146,-5.969,1,0.253,143.169,4,0.775,reggae
Eddie Murphy,Oh Jah Jah,0.0172,0.845,232347,0.64,0,2,0.044,-7.559,1,0.229,133.044,4,0.836,reggae
The Gladiators,Rich Man Poor Man,0.252,0.811,224360,0.575,1.8e-06,7,0.0865,-8.348,1,0.185,139.899,4,0.809,reggae
Israel Vibration,The Same Song - Edit,0.141,0.924,239613,0.546,0.00136,8,0.0361,-6.583,0,0.233,123.33,4,0.684,reggae
Tanya Stephens,It's A Pity,0.00788,0.66,253160,0.811,0,7,0.0145,-5.448,1,0.332,139.619,4,0.832,reggae
Collie Buddz,Come Around,0.014,0.496,221507,0.786,0,1,0.639,-6.05,0,0.318,153.448,4,0.714,reggae
Chuck Fenda,Gwaan Plant,0.364,0.805,177773,0.82,0,10,0.0556,-6.301,0,0.137,153.908,4,0.976,reggae
Queen Ifrica,Keep It To Yourself,0.312,0.545,227453,0.653,0,1,0.107,-7.425,1,0.377,170.518,4,0.65,reggae
The Sailors,"What a Feeling - From ""Flashdance""",0.699,0.495,240267,0.691,0.0449,10,0.0948,-8.716,1,0.0532,125.115,4,0.554,reggae
Peter Tosh,Legalize It,0.128,0.701,278872,0.784,0,0,0.0713,-7.212,1,0.204,145.249,4,0.689,reggae
Bunny Wailer,Rastaman,0.0733,0.81,231067,0.473,0.00892,7,0.366,-12.919,1,0.162,136.106,4,0.845,reggae
Macka B,Bob,0.151,0.891,235013,0.309,4.53e-06,1,0.0823,-12.346,0,0.373,139.752,4,0.932,reggae
Alpha Blondy,Brigadier Sabari,0.245,0.879,284000,0.73,3.64e-06,10,0.287,-6.795,0,0.163,88.291,4,0.96,reggae
Christopher Martin,Mi Friend Dem,0.0838,0.52,177273,0.683,0,11,0.0673,-5.349,1,0.251,85.561,4,0.923,reggae
Romain Virgo,Love Doctor,0.01,0.837,256040,0.469,0,10,0.0386,-6.351,0,0.216,88.024,4,0.745,reggae
Martin Jondo,Rainbow Warrior,0.0728,0.808,225853,0.62,0,7,0.0695,-7.229,1,0.115,129.954,4,0.926,reggae
Green Day,Basket Case,0.00293,0.442,181533,0.943,8.71e-06,3,0.091,-3.205,1,0.0602,85.064,4,0.794,rock
Five Finger Death Punch,Wrong Side Of Heaven,0.00731,0.475,270933,0.933,0,4,0.276,-4.584,0,0.0693,150.078,4,0.536,rock
Linkin Park,Until It's Gone,0.0172,0.47,233240,0.878,0.054,4,0.235,-3.391,0,0.0429,114.986,4,0.315,rock
alt-J,Breezeblocks,0.096,0.616,227080,0.656,0.000879,5,0.205,-7.298,1,0.0344,150.071,4,0.283,rock
Avenged Sevenfold,Hail to the King,0.000376,0.585,304880,0.887,0.0518,3,0.132,-5.086,0,0.0362,118.035,4,0.717,rock
Red Hot Chili Peppers,Under The Bridge,0.0576,0.559,264307,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.47,rock
Jack White,Would You Fight For My Love?,0.448,0.512,247987,0.558,0.02,0,0.105,-8.925,1,0.0652,119.518,4,0.492,rock
Edward Sharpe & The Magnetic Zeros,Home,0.292,0.542,303200,0.589,0.000522,2,0.177,-6.623,1,0.0318,111.665,4,0.139,rock
Imagine Dragons,Warriors,0.0815,0.26,170067,0.823,0.00223,4,0.204,-6.216,0,0.069,78.772,4,0.313,rock
Radiohead,Creep,0.0102,0.515,238640,0.43,0.000141,7,0.129,-9.935,1,0.0369,91.841,4,0.096,rock
MGMT,Kids,0.00076,0.451,302840,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.182,rock
Interpol,All The Rage Back Home,4.2e-05,0.288,262427,0.907,0.579,7,0.277,-5.753,1,0.0576,84.483,4,0.34,rock
Audioslave,Like a Stone,0.00797,0.614,293960,0.568,0,7,0.0997,-5.477,0,0.0276,107.849,4,0.51,rock
The Black Keys,Fever,0.00378,0.609,246307,0.674,0.000302,9,0.129,-6.506,0,0.0355,127.541,4,0.744,rock
Imagine Dragons,Radioactive,0.0386,0.499,276040,0.894,0,9,0.399,-3.887,1,0.267,139.865,4,0.26,rock
Paramore,Ain't It Fun,0.154,0.61,296520,0.893,4.41e-05,9,0.021,-3.681,1,0.0921,104.031,4,0.666,rock
System of a Down,Chop Suey!,0.000278,0.419,210240,0.934,0.0015,7,0.132,-3.908,0,0.12,127.288,4,0.32,rock
alt-J,Left Hand Free,0.462,0.697,173631,0.877,0.00943,3,0.083,-4.465,1,0.0462,101.99,4,0.798,rock
Guns N' Roses,Welcome To The Jungle,0.0301,0.456,271867,0.978,0.499,10,0.313,-4.869,0,0.112,123.411,4,0.342,rock
Enter Shikari,The Last Garrison,5.91e-05,0.362,222520,0.866,2.82e-06,2,0.147,-4.768,0,0.0388,175.695,4,0.391,rock
Two Door Cinema Club,What You Know,0.000728,0.556,191400,0.763,6.79e-06,6,0.071,-3.952,0,0.0413,138.986,4,0.821,rock
Kings of Leon,Use Somebody,0.00552,0.276,230760,0.715,0.000417,0,0.201,-5.356,1,0.0432,137.028,4,0.167,rock
The Verve,Bitter Sweet Symphony,0.0313,0.383,358333,0.907,0,9,0.347,-5.409,1,0.0405,171.052,4,0.513,rock
No Doubt,Don't Speak,0.224,0.515,263560,0.705,1.33e-05,0,0.17,-7.055,0,0.0333,76.078,4,0.542,rock
Lenny Kravitz,The Chamber,9.49e-05,0.661,297321,0.925,0.014,7,0.0713,-6.396,1,0.0327,117.524,4,0.909,rock
Gorillaz,Clint Eastwood,0.0249,0.663,340920,0.694,0,10,0.0698,-8.627,0,0.172,167.964,4,0.515,rock
Arctic Monkeys,Do I Wanna Know?,0.35,0.535,273424,0.574,9.96e-05,2,0.12,-6.865,0,0.0372,84.984,4,0.461,rock
Slipknot,The Devil In I,0.00591,0.398,342821,0.939,0.000881,9,0.357,-2.865,0,0.0648,92.027,4,0.228,rock
The Black Keys,Gotta Get Away,0.0175,0.475,180173,0.836,0,4,0.104,-5.446,1,0.0529,123.144,4,0.716,rock
Guns N' Roses,Sweet Child O' Mine,0.138,0.45,355267,0.941,0.123,6,0.108,-4.725,1,0.0489,125.138,4,0.651,rock
alt-J,Every Other Freckle,0.614,0.543,216004,0.707,0.0414,2,0.118,-7.636,1,0.07,143.915,4,0.5,rock
Green Day,Wake Me Up When September Ends,0.023,0.546,285653,0.814,0,7,0.0972,-5.146,1,0.0314,104.98,4,0.133,rock
The Offspring,"You're Gonna Go Far, Kid",0.00485,0.547,178333,0.877,0,9,0.247,-5.135,0,0.0658,126.083,4,0.605,rock
Cobra Starship,Never Been In Love (feat. Icona Pop),0.00602,0.631,222714,0.929,0,7,0.261,-3.844,1,0.0316,121.08,4,0.684,rock
Sheppard,Geronimo,0.421,0.708,218228,0.779,0.00176,7,0.115,-6.28,1,0.0787,142.012,4,0.452,rock
Red Hot Chili Peppers,Californication,0.0021,0.592,329733,0.767,0.00165,9,0.127,-2.788,0,0.027,96.483,4,0.317,rock
Linkin Park,In The End,0.0113,0.553,219000,0.9,0,3,0.322,-4.556,0,0.0584,105.213,4,0.397,rock
R.E.M.,Losing My Religion,0.0767,0.672,267733,0.841,0,9,0.135,-5.992,0,0.0285,125.437,4,0.822,rock
3 Doors Down,Kryptonite,0.00624,0.545,233827,0.86,2.18e-05,11,0.165,-5.054,0,0.0306,99.031,4,0.591,rock
Nirvana,Smells Like Teen Spirit,2.86e-05,0.516,301920,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.725,rock
Aerosmith,I Don't Want to Miss a Thing,0.165,0.383,298760,0.662,0,2,0.248,-5.162,1,0.0333,121.154,4,0.14,rock
Foo Fighters,The Pretender,0.000917,0.433,269373,0.959,0,9,0.028,-4.04,1,0.0431,172.984,4,0.357,rock
Evanescence,Bring Me To Life,0.00895,0.316,235893,0.945,1.85e-06,4,0.396,-3.169,0,0.124,189.931,4,0.303,rock
American Authors,Believer,0.00144,0.581,183893,0.968,0.0238,1,0.161,-2.92,1,0.0373,120.004,4,0.907,rock
The Killers,Mr. Brightside,0.00108,0.33,222587,0.936,0,1,0.0926,-3.66,1,0.0917,148.112,4,0.218,rock
blink-182,All The Small Things,0.0122,0.439,168000,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.689,rock
Hoobastank,The Reason,0.0134,0.473,232800,0.643,0,4,0.16,-4.67,1,0.0293,82.95,4,0.0847,rock
Blur,Song 2,0.00188,0.658,121880,0.709,0.00447,8,0.0657,-6.736,1,0.0904,129.699,4,0.852,rock
Joy Division,Love Will Tear Us Apart - 2011 Total Version,0.00103,0.524,206227,0.921,0.768,2,0.128,-7.709,1,0.0367,146.849,4,0.911,rock
Survivor,Eye of the Tiger,0.195,0.806,244080,0.599,0.000455,0,0.0837,-9.379,0,0.0323,109.016,4,0.584,rock
Keane,Somewhere Only We Know,0.0693,0.437,237547,0.59,3.01e-06,9,0.0797,-6.791,1,0.0255,172.004,4,0.344,rock
The Black Keys,Lonely Boy,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.592,rock
Band of Horses,The Funeral,0.0142,0.316,321147,0.769,0,0,0.0928,-5.283,0,0.0422,122.507,4,0.112,rock
Metallica,Enter Sandman,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,0.64,rock
Nirvana,Come As You Are,0.000182,0.505,218920,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.535,rock
Red Hot Chili Peppers,Dani California,0.0193,0.556,282160,0.913,8.59e-06,0,0.346,-2.36,1,0.0437,96.184,4,0.733,rock
The Strokes,Reptilia,0.000563,0.486,219754,0.666,0.789,9,0.101,-5.084,1,0.033,157.992,4,0.745,rock
American Authors,Best Day Of My Life,0.0629,0.673,194240,0.902,0.000174,2,0.0552,-2.378,1,0.0347,100.016,4,0.53,rock
The Goo Goo Dolls,Iris,0.00133,0.291,289907,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.493,rock
Queen,Don't Stop Me Now,0.0653,0.56,209560,0.746,0.000394,5,0.51,-9.957,1,0.172,156.435,4,0.626,rock
WALK THE MOON,Shut Up and Dance,0.00607,0.579,197720,0.88,1.16e-06,1,0.268,-3.154,1,0.0633,128.047,4,0.637,rock
Bon Jovi,Livin' On A Prayer,0.0665,0.52,250627,0.887,0.000179,0,0.186,-3.296,1,0.0349,122.528,4,0.792,rock
Franz Ferdinand,Take Me Out,0.000423,0.278,237027,0.676,0.000899,9,0.136,-8.821,1,0.0371,104.545,4,0.494,rock
Imagine Dragons,Demons,0.23,0.499,175200,0.73,0.00018,3,0.378,-2.831,1,0.0367,90.058,4,0.339,rock
Death From Above 1979,Trainwreck 1979,2.1e-05,0.522,226693,0.934,0.00399,5,0.253,-5.03,0,0.0617,135.052,4,0.307,rock
Journey,Don't Stop Believin',0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.53,rock
Foster The People,Pumped Up Kicks,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.963,rock
Green Day,21 Guns,0.0518,0.268,321093,0.742,0,5,0.626,-4.939,1,0.0355,159.779,4,0.413,rock
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),0.0313,0.561,186827,0.927,2.34e-05,9,0.529,-4.374,0,0.0619,152.011,4,0.562,rock
Modest Mouse,Float On,0.013,0.649,208467,0.888,2.23e-06,6,0.0888,-4.807,1,0.0293,100.975,4,0.574,rock
Jack White,Lazaretto,0.0046,0.381,219400,0.838,3.77e-05,6,0.101,-6.562,0,0.0709,118.214,4,0.573,rock
Seether,Words As Weapons,0.0111,0.59,240200,0.904,0.000719,5,0.0511,-5.58,0,0.058,109.932,4,0.658,rock
Queens of the Stone Age,No One Knows,0.0359,0.507,278707,0.588,0.000129,0,0.373,-4.881,1,0.0641,170.889,4,0.631,rock
Guns N' Roses,November Rain,0.0259,0.329,536960,0.679,0.315,11,0.123,-8.219,1,0.0314,80.029,4,0.259,rock
Foo Fighters,Everlong,5.96e-05,0.412,250547,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,0.365,rock
Kasabian,eez-eh,0.00041,0.659,179933,0.898,0.0396,11,0.102,-4.284,0,0.0447,122.013,4,0.746,rock
My Chemical Romance,Welcome to the Black Parade,0.000289,0.217,311107,0.905,0.00011,2,0.222,-4.103,1,0.0752,96.95,4,0.225,rock
Slipknot,Killpop,0.000311,0.306,225067,0.926,0.000644,1,0.0776,-2.754,0,0.0912,158.47,4,0.469,rock
Scorpions,Wind Of Change,0.371,0.48,313227,0.535,0,0,0.0929,-10.232,1,0.0324,75.766,4,0.297,rock
Paramore,Still Into You,0.0098,0.602,216013,0.923,0,5,0.0561,-3.763,1,0.044,136.01,4,0.74,rock
Fall Out Boy,Centuries,0.00441,0.346,231813,0.844,0,9,0.113,-3.164,0,0.0857,175.997,4,0.411,rock
Europe,The Final Countdown,0.0628,0.536,310333,0.844,0.00084,6,0.0608,-6.918,0,0.058,117.652,4,0.187,rock
MGMT,Electric Feel,0.0714,0.763,229640,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,3,0.544,rock
Linkin Park,Numb,0.00366,0.493,186240,0.856,0,6,0.628,-4.134,0,0.0384,110.097,4,0.218,rock
Pixies,Where Is My Mind?,0.00769,0.519,233493,0.413,0.000736,4,0.1,-15.128,1,0.0341,81.638,4,0.212,rock
Arctic Monkeys,Snap Out Of It,0.249,0.728,193030,0.638,0,5,0.116,-6.455,0,0.0336,130.014,4,0.874,rock
